,id,content,location_traffic_convenience,location_distance_from_business_district,location_easy_to_find,service_wait_time,service_waiters_attitude,service_parking_convenience,service_serving_speed,price_level,price_cost_effective,price_discount,environment_decoration,environment_noise,environment_space,environment_cleaness,dish_portion,dish_taste,dish_look,dish_recommendation,others_overall_experience,others_willing_to_consume_again
3831,3831,"""凯德天府那家萌萌哒已经去过很多次了，华阳这家新店当然也不容错过。
装修风格延续了“萌萌”的主题，只是这家更多了酷炫机车风。
店里以烤肉为主，不过酒类、饮品，甚至海鲜也都一样的棒。

骰子牛肉，这个的摆盘真是太高大上了！大小均匀的牛肉粒色泽红润，肉质细嫩，直接吃有牛肉本身的香味，蘸酱吃也很棒。
猪颈肉，师傅真是脑洞大开啊，把肉片摆成了一朵玫瑰花的造型。错落有致的玫瑰花看起来简直就像工艺品了，完全不舍得破坏啊！！
还有牛仔骨、坛子肥牛、泡菜五花肉，也都很不错。
当然还有我最最最爱的墨鱼肠，真是好吃到没朋友！！
另外，它家还有烤鳗鱼！鲜活的鳗鱼用炭火烤，还是第一次吃到。鳗鱼很新鲜，肉质超弹，不错不错。

素菜方面，芝士蘑菇，将芝士粒放入蘑菇，随着烤的时间越久，芝士融化，浓浓的芝士香，拉丝的口感超赞。
烤榴莲配吐司，烤过的榴莲更香更浓，光闻闻就醉了~配上吐司还真是一个新奇又美味的吃法。

烤串里面五花肉和排骨都不错，特别是五花肉，来自阿坝州的藏香猪，猪肉肥而不腻，吃起来很香。

海鲜方面，青海大王海鲜锅和烤大虾都很棒！
青海大王海鲜锅，满满一大锅实在是太霸道了！里面各种蟹、虾、贝类、鱿鱼，而且个个都很新鲜。
新鲜到你会觉得这是一家专门的海鲜店！
至于味道，是那种偏韩式的辣味，很辣，但很香。

烤大虾，真是巨型的虾！而且烤的火候超好，虾肉非常细嫩，回口微甜，很新鲜。

酒方面，好几种鸡尾酒，造型萌萌哒，味道也不错。
特别喜欢它家的蓝莓啤酒，只有0.3度，酒味几乎没有，喝起来就是蓝莓味的汽水，很好喝。""",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,1,1,1,-2,1,-2
3832,3832,"""因为酒店在旁边而且看点评网评价不错所以就近选择了这家。我们心心念念的广州早茶终于实现了…但是………味道真的很一般，虾饺还行皮有点硬，芋头糕有一个莫名其妙的味道，温突突的，吃不来。凤爪也一般偏甜了可能是我们吃不来吧，点了一个皇帝菜没吃过的结果上上来发现就是茼蒿菜。某人说烧卖很好吃我好像没吃被他一个人吃完了，葱油饼一般般感觉完全木有特色，艇仔粥还行吧分量太少，最后坑爹的是排骨，上上来我就一眼看到一只虫，没错，是只蟑螂，瞬间无语，给送餐的大姐看她笑嘻嘻地说她都没看到…然后端过去说给我们换一个，我真担心端下去把虫子夹出来又给我们端上来，我就不要了退了，然后整餐饭吃得很无语，瞬间没了心情。必须差评！！！""",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,0,-2,-2,-1,-2
3833,3833,"""周日去太古仓点十二点去到不用等位！！但是觉得服务跟不上！！叫很久都没人拿菜牌！！上菜又很慢！！四个人点了个果木雪花扒！！果木雪花牛肋条扒！！一个榴莲披萨跟一个培根三文治！！！加上一杯柠檬芦荟茶332买单！！！这里的榴莲披萨比乐凯撒的要好吃！！然后牛扒也比那个澳爷好吃便宜！！！不过那个三文治好难吃丫！！加了花生酱的！！配菜的蔬菜是苦的！！！听同学说那个柠檬芦荟茶好喝！！不过我没喝不知道！！！！不给开发票觉得很不人性化！！！不过吃牛扒的店这家算是性价比比较高的！！！""",-2,-2,-2,1,-1,-2,-1,1,1,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2
3834,3834,"""旅程的食记地点，来到了潮汕区最繁荣的城市，汕头。在汕头的第一、二餐，容后再说，是次是我们行程的第二天，由潮州回到汕头的晚饭，那一餐，没有传统团餐多菜少肉的饭餸，而是一围一围的火锅，天未黑，团队就带我们来到这一个名叫《福祥李牛肉馆》的餐厅，包箱房，食潮式火锅。

火锅，我们广东人称为吃火锅，最简单的汤底，就是萝卜清汤。说真，吃火锅用什么汤底其实不重要，最多只是辣与唔辣，不过，食潮式火锅，而且是一个以牛肉为主的火锅，要食到牛肉的原味，我个人觉得，清汤是最好的。

人多，耐性不会好，不一会整个清汤已变成什锦汤，而且汤是越煲越浓，是渐渐的，把我们的肉丸、牛肉，蔬菜精华集结于一起，可以说是越滚越有味。

来到潮汕一带，几乎餐餐都有丸，有美味爽口的牛丸，也有爽口的牛横隔膜，两者都味浓，两者都爽口，单是牛丸，己令人吃不停。

牛肉是今餐的主角，不过我们吃的不是什么美国肥牛，而是潮汕当地的黄牛肉，当地的牛种，只在当地发售，我们在当地食，味道是份外的鲜，是日我们有两款牛肉，一是深色一点的黄牛肉，另一是普通一点的肥牛肉，两者皆味道浓香，是我们吃火锅的主角，加上导游说牛肉是任食，我们一台10人，消化了四大碟的牛肉。

牛扣，是牛的喉咙，少到火锅专门店饮食，是很少机会会吃到这些牛特别部位的，这一个东东，爽口，味道只实是来自火锅的汤汁，但口感特别，是一个会令你想试多一次，试多几次的食品。

牛腩，是火锅外另加的食物，然而，大家都知道，潮州人做牛腩有一定的水平，这一个不是浓汤牛腩，也不算是清汤牛腩，半浓半清的汤，充满了牛肉味同萝卜味，味道很正，而牛腩的本身，并不是很肉感的顶级牛腩，入口带筋，但够腍，肉味浓香，已经是人人叫好。

蚝饼，这一次潮汕行，几乎餐餐都有蚝仔烙的出现，那一家正宗，那一家较好食，说真，在这三日的行程中，我早已经麻木了，总之，让我吃得出是鸭蛋的味道，食后唔会成嘴油，已经是很好。

普宁豆腐，是我最爱的潮菜之一，外层脆，内里滑，点汁，增添香口，不点汁，完美地感受到脆嫩于一身，其实味道清清的潮州菜，我更喜欢。

潮式炒面，这是一个有肉碎的肉食版本 (是晚太太另有一碟素食的)，豆豉味香，感觉浓郁，豉味亦均匀地沾上面条及蔬菜之上，令今餐的我不想吃饭，吃面更好。

这一餐潮式火锅，完全没有令任何人失望，然而，这一餐5点多就开始食了，在众人都未饿之际都吸引到大家去火并台上所有食物，事实证明了，这一餐，好食，大家抱住食一点既心态来，擦肥牛。
""",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,1,1
3835,3835,"""晚上刚刚发生的事情，真是吃了一肚子气啊。

某网站上买的储值卡，使用倒是很方便，也挺划算的。下班过来之后点了一份外带的鱼香肉丝，然后就开始等了。等了二十四分钟，服务员拿来了一份鱼香茄子。

说不对，点的是鱼香肉丝，服务员说下错了单。然后一个女服务员说要不就拿着这茄子吧。这种事当然不同意，本来就是因为家里没肉了才过来点的荤菜。然后这位女服务员说要给尽快重做，已经通知了厨房用最快的速度。

最快的速度这是有多快？答案是二十分钟。在大厅人还没几桌+店家原因点错单+最快速度重做的情况下，居然一份鱼香肉丝花了二十分钟。自然表示不满意，点错单的男服务生态度很好地道歉了几次，说错点的菜他已经买单了。服务员肯定也不是故意的，而且还是在一开始的女服务员没点餐的情况下主动过来点餐的，实在不忍心去为难他了，算了，走人。

其实点错菜就点错了吧，关键是处理方式问题太有问题了。这时候首先是应该去平息顾客的愤怒，而不是去处理服务员。店家罚了服务员，跟顾客又有什么关系？点错菜耽误的那么长时间，是罚了服务员就能解决的么？一道鱼香肉丝足足浪费了顾客四十五分钟，这才是关键。既然是外卖单，为什么不让顾客留下地址先回家忙着，做好了之后给送过去呢？

虽然鱼香肉丝还是很好吃的，但实在是不怎么想再来了，赶紧把储值卡用完。""",-2,-2,-2,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-1,0
3836,3836,"""是通过微信的一个公众号发布的三亚美食必去地方知道的这家店，从中也知道在大众点评有团购，当天就决定和男朋友一起来吃。店的位置就在一方百货对面的小巷进入左拐没多远就到了。典型的海南大排档老店门面，店内装饰也是很典型的海南老店的装潢，有一二楼，二楼貌似有空调，没上去过我们就在一楼吃的，一楼只有风扇，吃饭的时候会很热，而且厨房里面炒菜的油烟会大大滴跑出来，如果人少可以要求摆桌坐在外面吃。因为是老店，地面和桌面我就有油渍是正常的，到了吃饭点人好多很容易爆满，可能会要求拼桌。下面来说饭菜，主打的菜烤鸭真真的是值得推荐，鸭皮部分酥脆，并且鸭皮地下并没有多余的油脂不油腻，相比市场上卖的烤鸭要好吃很多，鸭肉没有鸭腥味很好吃，特有的蘸酱加上青桔酸酸的口感解腻开胃！炒地瓜叶也是海南特有的味道，就是地瓜叶是比较老的，不是嫩的，不过量很大份！！冬瓜海螺汤就是冬瓜加海白加葱段，海白的味道很淡，喝不到海白的鲜味 ，但也是很大一份！整顿饭下来吃的很饱也很好吃！很开心！上菜速度很快！安排位置也。很快！服务员很多不担心有什么需要没人理你！！！还有我们是团购的！很划算两人餐58团购价，吃的很撑！！太满足了！！！下次还回去的！！着急着品尝了，没有拍照。他们家还有美团和百度的外卖。""",-2,1,-2,-2,1,-2,1,-2,1,0,0,-2,-1,-1,1,1,-2,1,1,1
3837,3837,"""冲着韩寒去餐厅，也只是追求新鲜感。可以说以后基本不会来的，不对我的口味，菜品偏甜。10点多一点就可以进入餐厅了，11点可以开始点菜。团了三张82代100的代金券。四人消费了320，实际支付266，没点酒水。
#你没吃过我的豆腐# ¥18 一道冷菜，口味酸甜，但是小伙伴都认为偏甜。总体来说比较清淡。
#石锅阿婆炒饭# ¥38 主食，没想到第二个就上了它。知道她家菜分量很少，所以特地点了一份主食。量还蛮足的，比较鲜，吃多了想喝水。菜全上完以后，小伙伴认为这道菜味道最好，性价比最高。
#纸牌屋肋排# 小份¥118 自己切开的话可以分成6块。味道还是偏甜，以为是黑胡椒，结果是甜的，个人认为如果是黑胡椒的话味道会比较好。
#北京味的鸭馅饼# ¥ 38 只能说一般，虽然是鸭馅饼，但是没吃出烤鸭的香。
#来自星星的炸鸡# ¥49 这个炸鸡还行，喜欢吃油炸食品会喜欢，小伙伴最近忌口，所以不是很喜欢。
#岳父汉堡# ¥49 不得不吐槽一下，这个汉堡性价比最低，只能当一两个人的主食，而且全吃了就太容易饱了，这个价位至少可以去麦当劳买两个汉堡了。
#柠檬鸡#¥9 就是鸡排，偏甜。以为是一道冷菜，结果是热菜，点了炸鸡就不要点这个，太腻了。""",-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,-2,0,0,0,-2,-1,0
3838,3838,"""总是听人拿廖记棒棒鸡和紫燕比，这个比那个好吃，那个比这个划算什么的。拗不过自己的好奇心，团了一张券今天去试试。是公交车站旁的那家，因为是第一次去，差点走过了。环境窗明几净的，干净卫生，品种摆盘整齐漂亮，赞一个！看别人评论说是牛肉不错，有包装好的15元一盒，再称了点卤藕，别人评论说味道不错，就是有点厚，哎呀！正合了我的口味。卤藕很是入味，我觉得比紫燕的卤藕好吃。牛肉也很好吃。不错不错，给个四星！下次准备试试夫妻肺片！""",1,-2,-2,-2,-2,-2,-2,0,-2,0,1,1,1,1,-2,1,1,-2,1,1
3839,3839,"""盐城的汉釜宫真的是开得根本挺不下来，算来算去也差不多十多家了吧，继前一阵子中南城店开业之后，宝龙店也开业了，开业期间大众点评的团购还是蛮划算的，29.9元午餐或者晚餐都可以使用，但是如果不用团购，到门店付现也是这样的价格，所以啊还是蛮不错的。我们去的时候是6点，那个时候人已经蛮多的了，店面环境还行，和其它的汉釜宫没有什么太大的差别，装修一般般吧。座位不是很多，地方也不算太大。就座之前现在前台验证团购码，然后每人付10元的押金，吃完退给你。既有烤肉又有火锅的新型自助餐厅模式，也是蛮吸引人的。宝龙的烤肉店竞争还算是蛮激烈的，各个商家都在想方设法得讨好消费者们，也是蛮拼的。这家店可能是因为才开业的缘故吧，菜品不是非常多，肉方面还是蛮少的。海鲜类的东西更是少之又少了，总的来说吃的东西不算多吧。不过水果、甜品什么的还是蛮多的。总体来说，感觉还行吧。""",-2,1,-2,-2,-2,-2,-2,0,1,1,0,1,0,1,0,-2,-2,-2,1,-2
3840,3840,"""(•̀⌄•́)小伙伴在中贸创业，下班后带我们一干人等直奔“以梦为马”喝咖啡。话说这家店老早就听说过了，一直没机会去拔草，没想到机缘巧合就撞进来了，感觉棒棒哒(˶‾᷄ ⁻̫ ‾᷅˵)我真的不是差评师，么么哒。
这家店面积并不大，紧凑的格局给人很天然的亲切感，老板娘可爱，老板呆萌，另一桌坐着他们的几个朋友在聊天玩耍。我也曾想过这样，能有这样的一片小店，能成为一帮朋友的据点足矣。但毕竟创业不需要想法，需要的更多是精力和热血，空谈和付诸行动毕竟是两码事，后者难多了。
咖啡馆挺文艺的，但的确是贴地气的文艺，至少我这种大俗人也会觉得舒服，会喜欢这样的风格。客厅里是三张桌子，有电视可以看。窗外一些位置有街景，外面就是南稍门匆匆的车流。喜欢看着车流发呆的同学蛮适合在窗口坐着的(˶‾᷄ ⁻̫ ‾᷅˵)。
饮品：
原味奶茶，和平日的奶茶的确是不太一样，和茶餐厅的港式奶茶也是有区别，口味独特，老板娘很推荐。口感还不错，味道不会太浓，也一定没有加香精。隐约有点童年的味道，但却忘了来自于哪种饮品带给人的感觉…果然80后开始健忘了呢，捶胸顿足一下。
蜂蜜柚子茶，高高一杯，很有料。好喝的呢~下次有机会偷摘两枚薄荷叶子加进去尝尝是什么感觉~
其他东西没有品尝了，以后应该还会来的。老板娘很热情~赞赞的。

以梦为马，因为想半天想不到出处，所以仔细查了下百度百科：以梦为马，指把自己的梦想作为自己前进的方向和动力。如此正面积极，看的我也是泪眼朦胧地感动，可爱的老板娘原来如此正能量…望共勉。谢谢~""",-2,-2,-2,-2,1,-2,-2,-2,-2,-2,1,1,0,-2,-2,1,-2,-2,1,1
